latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2000-08-08,0.00,4.10,61,10.0,81,2.02,0.344,7.0,12.23,15.7,31637.15,19.0,13.2,88,15.8
2000-08-09,0.00,0.00,3,0.0,81,2.30,0.345,6.4,11.98,15.7,17390.97,21.1,12.2,80,16.5
2000-08-10,0.00,1.80,55,4.0,58,2.75,0.343,10.8,14.26,15.9,46412.84,23.0,14.2,80,18.4
2000-08-11,0.00,0.40,51,3.0,85,2.68,0.342,9.2,13.99,16.1,37705.09,21.4,14.6,78,17.8
2000-08-12,0.00,0.00,3,0.0,33,3.49,0.339,5.9,18.29,16.3,46885.61,24.6,14.1,71,19.2
2000-08-13,0.00,0.00,0,0.0,3,4.35,0.336,4.6,23.70,16.6,47325.75,26.1,12.8,71,19.8
2000-08-14,0.00,0.00,3,0.0,12,4.69,0.333,7.3,22.79,17.0,47193.30,27.7,17.0,62,22.5
2000-08-15,0.00,2.60,53,6.0,67,2.58,0.330,8.6,13.00,17.3,37388.96,24.1,16.3,83,20.0
2000-08-16,0.00,0.10,51,1.0,59,3.11,0.328,10.6,16.06,17.3,41643.27,22.5,14.3,77,18.6
2000-08-17,0.00,5.20,55,10.0,51,3.24,0.326,8.6,17.41,17.3,46800.00,23.2,14.5,79,19.1
2000-08-18,0.00,0.00,3,0.0,76,3.14,0.325,5.9,17.16,17.3,42248.15,23.4,12.6,75,18.7
2000-08-19,0.00,27.90,63,18.0,95,1.95,0.330,9.7,10.56,17.4,26363.71,22.7,16.6,89,19.5
2000-08-20,0.00,5.00,53,18.0,89,2.60,0.337,8.5,13.56,17.5,27839.96,23.3,16.8,84,19.7
2000-08-21,0.00,0.80,53,2.0,89,2.13,0.336,11.1,11.22,17.5,24117.13,19.1,15.1,81,17.5
2000-08-22,0.00,1.50,53,6.0,71,2.76,0.336,4.4,16.99,17.2,45480.64,19.2,12.2,81,15.7
2000-08-23,0.00,0.00,3,0.0,61,2.90,0.335,6.8,16.80,16.9,39805.93,20.0,10.5,75,15.4
2000-08-24,0.00,0.00,3,0.0,49,3.86,0.333,7.3,21.55,16.7,46361.13,22.2,10.9,69,16.3
2000-08-25,0.00,0.00,3,0.0,71,1.80,0.330,8.3,8.95,16.5,4926.64,18.5,10.5,76,14.9
2000-08-26,0.00,0.00,3,0.0,18,4.09,0.328,15.1,21.31,16.4,46119.39,22.8,11.0,68,16.7
2000-08-27,0.00,8.10,61,9.0,75,2.06,0.328,10.0,10.21,16.4,26811.80,18.9,11.6,79,15.8
2000-08-28,0.00,0.00,3,0.0,67,2.80,0.331,10.0,15.75,16.3,36134.56,19.7,14.2,77,16.2
2000-08-29,0.00,0.30,51,2.0,51,2.52,0.329,6.5,14.46,16.2,45479.54,19.2,11.4,76,15.5
2000-08-30,0.00,0.10,51,1.0,53,2.66,0.327,6.0,15.22,16.1,44012.40,19.4,10.7,74,15.5
2000-08-31,0.00,0.00,3,0.0,60,2.18,0.325,8.0,12.00,16.1,35562.52,18.6,12.3,75,15.6
2000-09-01,0.00,8.40,63,7.0,89,2.35,0.325,10.0,13.55,16.0,37349.95,20.1,11.0,81,15.7
2000-09-02,0.00,10.80,63,13.0,82,0.89,0.334,13.8,5.23,15.6,8380.71,14.5,11.3,91,12.8
2000-09-03,0.00,3.30,55,11.0,78,1.59,0.339,19.8,8.59,15.3,20763.84,15.8,11.5,85,13.3
2000-09-04,0.00,0.00,3,0.0,74,2.21,0.338,12.8,12.50,15.0,35938.11,15.0,9.7,72,12.2
2000-09-05,0.00,0.10,51,1.0,90,1.52,0.337,9.7,8.15,14.7,22938.79,14.6,10.1,78,12.3
2000-09-06,0.00,8.70,63,7.0,98,1.59,0.337,16.1,8.45,14.5,15020.67,15.9,10.6,82,12.9
2000-09-07,0.00,3.10,53,12.0,89,1.68,0.342,16.9,9.49,14.4,23751.07,16.6,11.3,84,13.4
2000-09-08,0.00,0.00,3,0.0,94,1.14,0.342,11.4,4.08,14.5,79.83,18.8,11.6,83,14.8
2000-09-09,0.00,0.20,51,2.0,71,1.77,0.341,8.3,9.08,14.9,24103.94,20.9,14.7,81,17.6
2000-09-10,0.00,0.20,51,1.0,72,1.68,0.340,4.9,8.74,15.1,17887.15,21.5,12.2,87,16.8
2000-09-11,0.00,0.00,3,0.0,43,2.27,0.338,4.6,12.51,15.4,38167.48,22.6,12.0,83,17.3
2000-09-12,0.00,0.00,3,0.0,86,2.71,0.336,11.8,13.89,15.5,39200.04,23.7,12.1,80,18.1
2000-09-13,0.00,2.60,61,4.0,86,2.14,0.335,11.9,10.48,15.8,33668.49,20.1,15.3,79,17.3
2000-09-14,0.00,0.00,3,0.0,93,1.73,0.335,5.5,9.96,15.8,19978.48,19.3,13.0,82,16.0
2000-09-15,0.00,0.50,51,2.0,98,2.24,0.334,9.8,11.02,15.7,27741.44,21.7,11.6,81,16.5
2000-09-16,0.00,12.20,63,11.0,86,1.63,0.337,13.9,9.55,15.7,25014.20,16.9,11.9,84,14.7
2000-09-17,0.00,0.50,51,3.0,76,1.64,0.339,5.8,9.83,15.4,27565.33,17.5,11.4,83,13.8
2000-09-18,0.00,0.00,3,0.0,83,1.00,0.339,7.2,4.46,15.2,9337.43,17.0,12.0,85,14.2
2000-09-19,0.00,0.00,3,0.0,61,2.42,0.338,15.2,13.34,15.1,39888.79,18.8,11.2,76,14.4
2000-09-20,0.00,0.20,51,1.0,58,2.38,0.336,15.6,14.66,15.0,38880.77,17.0,9.1,77,12.9
2000-09-21,0.00,19.50,63,24.0,100,0.32,0.345,8.3,0.81,14.5,0.00,11.6,8.9,93,9.6
2000-09-22,0.00,0.20,51,2.0,89,1.24,0.353,7.0,7.62,14.1,14799.56,14.3,9.8,86,11.8
2000-09-23,0.00,0.00,3,0.0,57,2.00,0.352,12.9,11.19,14.2,34435.34,16.4,11.0,77,13.0
2000-09-24,0.00,0.00,1,0.0,2,2.28,0.350,13.5,14.91,14.0,38859.65,16.8,7.2,77,11.7
2000-09-25,0.00,6.90,61,6.0,60,0.85,0.352,7.9,4.71,13.7,16839.75,16.4,8.1,88,11.9
2000-09-26,0.00,0.50,51,3.0,83,1.15,0.354,11.0,5.59,13.7,12186.38,17.5,9.9,87,13.3
2000-09-27,0.00,5.40,55,9.0,59,0.90,0.354,12.1,5.77,13.9,14921.50,18.0,12.6,93,14.8
2000-09-28,0.00,0.20,51,2.0,99,1.28,0.355,14.9,7.14,14.2,17774.18,19.7,13.9,90,16.3
2000-09-29,0.00,0.00,2,0.0,8,2.39,0.354,10.3,13.49,14.6,37964.66,22.6,11.6,81,17.1
2000-09-30,0.00,0.00,3,0.0,33,1.98,0.353,6.2,11.95,14.7,34006.86,21.4,10.5,84,15.9
2000-10-01,0.00,4.00,53,10.0,98,0.79,0.357,9.2,4.76,14.9,5713.08,16.2,12.9,94,14.8
2000-10-02,0.00,0.30,51,3.0,62,1.55,0.359,9.5,9.21,14.6,34364.32,16.2,11.0,81,13.3
2000-10-03,0.00,0.00,3,0.0,53,0.99,0.358,7.1,5.66,14.2,5996.58,14.7,8.0,83,11.4
2000-10-04,0.00,0.00,3,0.0,58,1.20,0.357,4.9,7.70,13.7,32752.04,16.0,9.1,84,12.3
2000-10-05,0.00,1.90,53,7.0,99,1.01,0.356,4.9,5.69,13.9,12403.14,15.7,11.2,88,12.9
2000-10-06,0.00,2.40,53,8.0,78,1.17,0.358,11.6,9.04,13.6,28800.00,11.8,6.6,86,9.6
2000-10-07,0.00,0.00,3,0.0,94,0.76,0.357,4.2,4.90,12.8,1659.42,10.0,4.8,85,7.2
2000-10-08,0.00,2.00,53,5.0,61,1.25,0.356,14.0,8.96,12.1,27563.66,10.3,2.4,83,6.7
2000-10-09,0.00,3.80,53,10.0,76,0.89,0.360,10.0,6.15,12.1,21587.40,11.5,6.9,88,8.9
2000-10-10,0.00,2.90,61,7.0,66,1.14,0.361,21.8,6.51,11.8,24976.07,10.0,6.4,82,8.1
2000-10-11,0.00,5.80,55,11.0,73,1.21,0.365,24.5,6.40,11.5,19126.96,13.1,6.3,83,9.0
2000-10-12,0.00,0.20,51,1.0,67,1.24,0.367,16.4,6.87,11.5,22383.80,13.6,8.4,82,10.4
2000-10-13,0.00,3.70,53,8.0,95,1.21,0.367,6.7,7.82,11.7,21378.63,14.3,9.4,84,11.4
2000-10-14,0.00,0.00,3,0.0,69,1.37,0.367,6.8,8.99,11.8,30181.06,16.5,6.3,84,11.7
2000-10-15,0.00,0.00,3,0.0,90,0.84,0.365,11.5,4.71,12.3,9665.47,18.0,12.3,92,14.1
2000-10-16,0.00,0.00,3,0.0,30,1.63,0.365,16.6,8.42,12.5,24858.32,16.5,10.7,81,13.4
2000-10-17,0.00,0.20,51,2.0,47,0.89,0.363,9.9,4.58,12.4,17150.86,12.7,6.8,80,10.9
2000-10-18,0.00,0.00,3,0.0,30,1.15,0.362,7.7,9.39,11.6,33437.55,11.9,3.6,85,7.5
2000-10-19,0.00,4.50,53,10.0,74,0.32,0.362,11.3,1.05,11.3,0.00,10.0,5.5,93,8.1
2000-10-20,0.00,0.10,51,1.0,100,0.68,0.363,8.1,3.34,11.5,0.00,13.8,9.6,91,11.3
2000-10-21,0.00,0.00,3,0.0,99,1.03,0.362,14.0,6.43,11.7,20233.01,16.8,9.5,88,12.4
2000-10-22,0.00,0.00,3,0.0,52,1.11,0.361,9.5,8.50,11.7,31738.50,15.9,6.9,92,11.0
2000-10-23,0.00,1.30,61,1.0,63,0.90,0.361,14.6,7.87,11.5,31146.72,13.0,6.1,93,9.6
2000-10-24,0.00,2.20,53,5.0,78,1.15,0.360,18.4,5.35,11.7,26729.40,12.7,9.9,81,11.6
2000-10-25,0.00,0.30,51,3.0,100,1.02,0.360,20.5,3.94,11.6,6713.18,13.9,8.1,82,11.1
2000-10-26,0.00,1.70,53,7.0,66,1.18,0.359,18.6,5.62,11.7,30753.01,12.5,7.7,78,10.2
2000-10-27,0.00,3.40,53,9.0,88,0.65,0.359,15.3,3.51,11.3,6487.19,10.6,6.7,87,8.4
2000-10-28,0.00,2.50,51,10.0,100,0.55,0.363,16.3,2.54,11.3,2524.13,12.3,9.5,90,10.4
2000-10-29,0.00,0.00,3,0.0,70,1.57,0.363,22.8,6.52,11.3,30002.76,12.2,8.6,73,10.3
2000-10-30,0.00,4.90,55,7.0,100,1.85,0.362,31.6,4.69,11.3,11621.69,14.0,9.0,73,11.0
2000-10-31,0.00,0.20,51,1.0,89,0.89,0.366,22.8,3.68,11.0,5982.43,9.2,5.6,82,7.7
2000-11-01,0.00,4.70,53,8.0,88,0.87,0.366,21.1,4.19,10.8,14341.71,9.4,7.2,83,8.2
2000-11-02,0.00,0.20,51,1.0,75,0.97,0.369,18.8,3.68,10.5,9769.85,11.5,4.7,83,8.3
2000-11-03,0.00,3.60,55,7.0,81,0.40,0.370,12.9,1.67,10.4,0.00,10.2,7.1,90,7.9
2000-11-04,0.00,0.50,51,3.0,62,0.69,0.371,11.4,4.82,10.1,23453.15,8.7,5.5,84,6.7
2000-11-05,0.00,0.00,3,0.0,71,0.73,0.370,13.1,4.36,9.8,24202.32,7.5,4.5,81,5.8
2000-11-06,0.00,0.40,51,2.0,100,0.94,0.370,17.9,1.96,9.4,0.00,7.4,4.7,75,6.1
2000-11-07,0.00,0.00,3,0.0,53,0.86,0.370,17.1,5.26,9.3,28149.41,9.4,5.5,82,7.2
2000-11-08,0.00,1.70,51,12.0,81,0.80,0.370,21.3,4.76,9.3,21805.67,9.0,5.5,85,7.1
2000-11-09,0.00,1.10,55,2.0,76,0.64,0.371,18.1,4.69,9.2,25506.97,8.7,5.5,87,6.8
2000-11-10,0.00,0.00,3,0.0,76,0.90,0.370,18.0,5.03,8.9,20622.05,7.9,3.6,79,5.4
2000-11-11,0.00,0.00,3,0.0,88,0.65,0.369,18.6,4.58,8.6,23852.97,7.2,3.0,84,5.1
2000-11-12,0.00,0.50,51,2.0,100,1.41,0.368,20.8,4.91,8.6,19472.91,10.8,4.1,70,7.0
2000-11-13,0.00,7.90,53,22.0,100,0.38,0.372,13.2,1.98,8.9,0.00,10.8,7.7,93,9.0
2000-11-14,0.00,1.50,51,9.0,100,0.37,0.376,6.7,2.42,9.0,0.00,8.9,5.5,94,7.4
2000-11-15,0.00,0.20,51,2.0,63,0.41,0.376,13.9,2.44,8.6,10582.09,7.3,4.0,91,5.4
2000-11-16,0.00,0.00,3,0.0,75,0.56,0.376,16.5,3.01,8.4,4932.01,7.0,4.0,85,5.2
2000-11-17,0.00,2.50,53,8.0,91,0.29,0.376,8.5,1.59,8.1,0.00,6.2,3.0,89,4.3
2000-11-18,0.00,0.60,51,4.0,79,0.50,0.376,16.1,3.43,7.7,23163.86,5.2,2.5,87,3.7
2000-11-19,0.00,1.00,51,5.0,96,0.51,0.376,21.4,1.65,7.6,70.15,6.4,3.6,86,4.7
2000-11-20,0.00,0.60,51,2.0,91,0.46,0.376,15.9,3.73,7.6,20237.70,6.2,3.4,89,5.3
2000-11-21,0.00,0.00,3,0.0,83,0.51,0.375,12.8,3.82,7.3,17456.98,6.1,1.1,87,3.5
2000-11-22,0.00,4.70,55,10.0,89,0.47,0.377,19.7,2.68,7.4,11832.95,8.8,4.0,89,6.9
2000-11-23,0.00,0.60,51,5.0,79,0.31,0.379,13.1,1.57,7.6,1349.30,8.8,5.1,92,6.9
2000-11-24,0.00,0.20,51,1.0,92,0.35,0.379,10.9,2.12,7.5,55.03,7.2,3.4,90,5.6
2000-11-25,0.00,0.00,3,0.0,61,0.45,0.378,12.5,4.16,7.0,24190.16,6.0,-0.2,91,2.9
2000-11-26,0.91,3.10,73,4.0,96,0.43,0.378,16.0,3.54,6.9,21975.36,7.7,1.8,90,4.5
2000-11-27,0.00,0.20,51,1.0,82,0.47,0.379,12.9,2.84,7.0,16530.20,7.2,4.4,84,5.6
2000-11-28,0.00,5.20,61,6.0,97,0.25,0.380,16.1,0.60,7.2,0.00,11.2,4.3,92,7.5
2000-11-29,0.00,0.00,3,0.0,91,0.54,0.381,16.2,3.50,7.6,20729.55,11.3,5.9,90,8.6
2000-11-30,0.00,0.00,3,0.0,97,0.37,0.380,9.5,2.58,7.9,9640.70,11.7,7.4,93,9.2
2000-12-01,0.00,0.20,51,1.0,98,0.42,0.379,15.4,3.47,8.0,21600.00,9.0,6.0,92,7.4
2000-12-02,0.00,2.00,53,9.0,95,0.38,0.380,12.7,2.78,8.1,15262.72,11.2,7.4,92,9.0
2000-12-03,0.00,0.00,3,0.0,69,0.28,0.380,13.4,1.13,8.0,0.00,8.4,4.7,91,6.6
2000-12-04,0.00,0.40,51,1.0,81,0.31,0.379,14.1,2.71,7.7,10699.46,7.6,3.1,94,5.2
2000-12-05,0.00,0.00,3,0.0,88,0.40,0.379,15.2,3.93,7.7,23699.68,9.9,4.6,92,6.8
2000-12-06,0.00,1.40,51,6.0,98,0.52,0.378,16.1,2.89,7.6,13024.85,8.5,4.3,86,6.2
2000-12-07,0.00,1.70,51,9.0,90,0.43,0.378,15.4,2.57,7.9,11074.60,9.6,7.2,90,8.2
2000-12-08,0.00,1.80,53,5.0,72,0.49,0.379,19.4,2.10,8.1,10404.06,11.1,7.7,89,9.3
2000-12-09,0.00,0.00,1,0.0,18,0.38,0.379,15.9,3.20,8.0,23505.23,8.8,5.8,91,7.1
2000-12-10,0.00,3.80,55,7.0,77,0.32,0.379,20.3,0.70,7.9,0.00,8.7,5.4,91,6.8
2000-12-11,0.00,1.30,53,5.0,76,0.75,0.381,20.3,3.28,8.0,20327.93,10.6,7.7,84,8.8
2000-12-12,0.00,6.00,53,18.0,100,0.47,0.381,19.7,0.51,8.4,0.00,11.8,9.5,88,10.9
2000-12-13,0.00,1.30,51,8.0,71,1.25,0.383,27.7,2.92,8.6,23208.47,10.3,8.2,76,9.5
2000-12-14,0.00,2.60,53,7.0,78,0.66,0.383,20.9,2.31,8.4,9492.13,8.2,5.5,85,7.0
2000-12-15,0.21,2.70,73,9.0,87,0.34,0.385,21.8,1.26,8.0,0.00,5.2,2.7,89,3.8
2000-12-16,1.33,3.20,73,11.0,86,0.56,0.386,24.0,1.55,7.3,4334.06,2.9,1.3,82,1.9
2000-12-17,0.28,0.40,71,2.0,90,0.36,0.385,12.8,1.83,6.8,6908.87,2.5,0.3,84,1.4
2000-12-18,0.28,0.00,71,0.0,85,0.23,0.385,8.2,1.87,6.1,2113.86,1.9,-2.0,91,0.0
2000-12-19,0.07,0.00,71,0.0,50,0.30,0.384,8.0,3.62,5.8,23190.01,3.2,-0.5,92,1.2
2000-12-20,0.00,0.00,3,0.0,56,0.61,0.383,17.3,3.47,5.4,21352.68,1.9,-1.5,76,-0.3
2000-12-21,0.00,0.00,3,0.0,51,0.65,0.382,15.6,3.67,4.9,22475.39,0.2,-4.4,71,-2.3
2000-12-22,0.00,0.00,3,0.0,11,0.56,0.381,14.5,3.81,4.4,23172.34,-0.0,-6.0,72,-3.8
2000-12-23,0.00,0.00,2,0.0,10,0.53,0.380,12.7,3.66,4.0,23182.42,1.9,-5.8,74,-2.8
2000-12-24,1.26,5.40,73,12.0,69,0.24,0.381,8.3,1.91,3.7,9536.16,2.7,-3.1,87,-0.4
2000-12-25,4.76,6.40,73,20.0,100,0.15,0.382,10.6,0.91,3.4,0.00,0.3,-1.7,93,-0.4
2000-12-26,3.57,4.80,73,13.0,99,0.15,0.381,10.3,0.98,3.2,0.00,-0.6,-2.0,92,-1.4
2000-12-27,0.21,2.30,71,10.0,100,0.18,0.383,6.6,1.34,3.1,0.00,3.0,-0.6,96,1.8
2000-12-28,0.21,0.90,71,4.0,85,0.27,0.387,12.5,1.54,3.0,462.02,3.1,-0.8,90,1.4
2000-12-29,0.00,0.00,3,0.0,59,0.35,0.387,14.4,3.58,2.9,22669.67,1.1,-2.3,85,-0.8
2000-12-30,1.05,1.10,73,4.0,92,0.27,0.386,15.3,1.76,2.9,227.74,1.2,-1.3,88,-0.1
2000-12-31,0.00,0.00,3,0.0,72,0.32,0.385,12.2,2.85,2.8,18193.25,1.3,-7.0,86,-1.2
2001-01-01,0.00,4.90,53,13.0,95,0.42,0.385,22.2,0.55,2.7,0.00,2.4,-7.2,84,-0.8
2001-01-02,0.00,1.50,51,5.0,63,0.27,0.390,19.0,2.57,2.7,15463.55,6.9,2.4,93,4.4
2001-01-03,0.00,0.50,51,3.0,65,0.25,0.396,16.4,1.86,3.0,10359.06,6.0,1.2,93,4.6
2001-01-04,0.00,1.50,51,9.0,99,0.31,0.397,19.5,1.34,3.1,0.00,6.0,0.9,91,3.4
2001-01-05,0.00,13.70,61,17.0,98,0.19,0.403,21.8,0.39,3.6,0.00,8.8,4.1,93,5.9
2001-01-06,0.00,4.90,61,6.0,99,0.39,0.413,17.8,1.75,4.3,834.74,9.6,5.2,89,7.1
2001-01-07,0.00,0.00,3,0.0,81,0.37,0.411,12.2,2.81,4.5,20149.99,5.8,3.9,88,4.7
2001-01-08,0.00,0.00,3,0.0,82,0.39,0.408,10.2,3.41,4.4,23138.89,4.0,1.8,86,2.9
2001-01-09,0.00,0.30,51,2.0,90,0.30,0.405,11.2,1.65,4.3,2228.52,4.4,1.1,88,2.8
2001-01-10,1.61,2.50,73,7.0,99,0.23,0.403,8.1,2.36,4.0,360.73,2.1,-2.4,94,0.3
2001-01-11,0.63,0.70,73,3.0,79,0.25,0.401,10.4,2.20,3.8,2555.18,1.1,-2.2,89,0.3
2001-01-12,0.00,0.00,3,0.0,62,0.26,0.399,5.9,2.66,3.5,12953.38,0.8,-5.7,83,-1.6
2001-01-13,0.00,0.00,2,0.0,24,0.36,0.397,9.2,4.37,3.2,25015.24,-1.2,-5.8,82,-3.4
2001-01-14,0.00,0.00,3,0.0,70,0.23,0.396,8.7,2.04,3.0,587.82,-1.8,-8.3,86,-4.8
2001-01-15,0.00,0.00,3,0.0,51,0.41,0.394,14.2,4.24,2.8,21548.02,-0.6,-6.0,82,-3.7
2001-01-16,0.00,0.00,1,0.0,2,0.48,0.393,9.4,4.87,2.6,25243.47,-1.1,-6.3,72,-4.5
2001-01-17,0.00,0.00,3,0.0,29,0.32,0.391,8.0,3.93,2.3,22297.81,-1.7,-7.3,80,-5.0
2001-01-18,0.56,0.40,71,3.0,80,0.26,0.390,8.7,2.33,2.2,2385.27,0.9,-6.3,90,-2.8
2001-01-19,0.00,0.00,1,0.0,10,0.38,0.389,6.4,4.92,2.0,25200.00,1.3,-3.7,87,-1.8
2001-01-20,0.77,0.40,71,4.0,76,0.31,0.388,5.1,3.57,1.8,18755.73,1.3,-3.0,91,-1.3
2001-01-21,1.96,2.50,73,12.0,98,0.29,0.387,7.3,2.64,1.7,4042.36,0.2,-2.5,90,-1.2
2001-01-22,5.18,7.90,75,13.0,100,0.19,0.387,14.6,0.97,1.7,0.00,3.2,-1.8,93,1.2
2001-01-23,0.00,3.90,53,13.0,100,0.30,0.394,17.1,1.70,1.6,45.49,5.8,2.1,91,4.3
2001-01-24,0.00,7.60,53,19.0,94,0.39,0.405,19.9,1.58,1.7,0.00,8.9,4.0,91,6.9
2001-01-25,0.00,4.30,55,8.0,74,0.36,0.409,12.6,3.46,1.8,10800.00,6.6,1.0,94,3.8
2001-01-26,0.00,1.60,51,5.0,62,0.34,0.411,14.2,4.46,1.8,22484.88,5.1,1.6,95,3.2
2001-01-27,3.01,7.30,73,14.0,89,0.27,0.410,17.3,1.43,1.8,0.00,2.2,0.3,90,1.4
2001-01-28,0.07,0.60,71,3.0,79,0.55,0.409,17.0,3.81,1.9,16317.83,4.1,0.5,83,1.7
2001-01-29,0.07,0.40,71,3.0,92,0.34,0.407,6.1,2.86,1.9,11211.03,3.0,-0.3,92,1.4
2001-01-30,0.00,0.00,3,0.0,82,0.35,0.406,6.4,2.76,2.0,5731.57,3.2,-2.2,90,0.1
2001-01-31,0.28,0.10,71,1.0,77,0.43,0.404,5.6,4.07,1.9,21782.73,2.4,-2.1,88,-0.0
2001-02-01,1.12,1.20,73,5.0,73,0.42,0.402,11.8,3.45,1.9,13900.74,1.6,-1.9,87,-0.6
2001-02-02,1.33,1.80,73,7.0,88,0.37,0.400,7.2,3.30,1.9,0.00,0.4,-3.5,83,-1.8
2001-02-03,4.48,6.20,73,16.0,100,0.26,0.399,10.5,2.44,1.9,0.00,1.3,-2.2,93,-0.9
2001-02-04,0.84,10.60,73,23.0,100,0.18,0.402,8.6,0.99,1.9,0.00,6.1,1.7,96,3.0
2001-02-05,0.00,4.80,53,15.0,98,0.46,0.415,21.6,2.02,2.1,988.85,7.8,5.7,90,6.5
2001-02-06,0.00,3.90,55,10.0,100,0.75,0.418,21.7,3.03,2.8,4640.73,11.3,7.4,86,9.1
2001-02-07,0.00,10.50,61,16.0,100,0.45,0.421,14.1,2.62,3.7,5992.92,10.5,8.5,91,9.2
2001-02-08,0.00,0.20,51,1.0,90,1.69,0.418,18.0,6.35,4.4,24575.83,12.1,8.5,67,9.8
2001-02-09,0.07,0.20,71,2.0,82,0.65,0.413,13.0,3.48,4.5,10998.32,8.1,0.5,77,4.4
2001-02-10,0.00,0.00,3,0.0,25,0.84,0.410,6.3,8.04,3.7,30809.62,4.2,-1.1,74,1.1
2001-02-11,0.00,0.00,3,0.0,100,0.67,0.407,18.8,4.53,3.7,13191.79,8.1,1.2,86,4.4
2001-02-12,0.00,1.10,53,2.0,100,0.62,0.404,16.0,4.68,4.3,5173.89,10.5,5.6,92,7.4
2001-02-13,0.00,2.00,55,3.0,90,0.53,0.404,12.9,3.63,4.6,1181.93,7.4,3.2,88,5.1
2001-02-14,0.00,0.00,3,0.0,63,0.72,0.402,4.9,6.38,4.4,19519.23,6.4,1.4,86,3.1
2001-02-15,0.00,0.00,0,0.0,0,1.08,0.400,4.7,8.94,4.0,31764.50,11.0,1.0,79,5.0
2001-02-16,0.00,0.00,3,0.0,33,1.03,0.398,5.9,8.85,3.8,31879.70,10.7,-0.2,83,5.2
2001-02-17,1.26,2.00,73,11.0,92,0.46,0.396,12.6,3.36,3.9,570.73,4.0,0.7,89,2.1
2001-02-18,0.21,1.10,71,8.0,94,0.49,0.395,13.9,3.30,3.6,2438.05,4.0,-1.6,87,1.3
2001-02-19,0.00,0.20,51,1.0,97,0.65,0.394,14.9,4.05,3.7,4824.12,4.8,2.1,86,3.3
2001-02-20,0.07,1.90,71,12.0,100,0.61,0.394,19.7,4.00,3.8,8338.54,4.7,1.7,86,3.1
2001-02-21,0.00,2.10,51,10.0,91,0.52,0.393,21.8,2.76,3.7,9824.00,5.2,2.4,88,3.4
2001-02-22,0.28,3.50,71,15.0,88,0.85,0.393,23.6,6.60,3.8,21068.31,5.4,1.8,84,3.1
2001-02-23,2.03,3.00,73,14.0,68,0.86,0.392,16.5,9.09,3.6,32416.01,1.9,-1.6,79,0.6
2001-02-24,0.00,0.00,3,0.0,71,0.91,0.391,7.6,9.93,3.1,30355.42,-0.6,-4.8,65,-2.6
2001-02-25,0.00,0.00,3,0.0,80,1.07,0.390,12.3,8.25,2.8,28796.42,1.6,-5.0,60,-2.3
2001-02-26,0.84,0.80,73,4.0,72,1.02,0.389,12.5,9.11,2.6,29728.97,2.9,-2.9,73,-0.7
2001-02-27,0.00,0.00,3,0.0,51,1.25,0.388,13.9,10.89,2.4,33969.29,4.1,-4.1,68,-0.7
2001-02-28,0.00,0.00,3,0.0,99,1.27,0.387,9.2,8.94,2.3,25398.58,5.8,-1.9,61,1.4
2001-03-01,0.91,2.00,73,6.0,91,0.85,0.386,8.3,8.46,2.1,25194.19,4.1,-2.6,79,0.5
2001-03-02,1.05,2.30,73,8.0,86,0.78,0.386,7.4,6.93,2.1,22245.68,3.6,-2.1,82,0.4
2001-03-03,0.28,0.10,71,1.0,100,0.65,0.385,9.9,5.53,2.0,7279.91,3.4,-2.1,83,0.2
2001-03-04,4.27,5.90,73,17.0,99,0.48,0.384,10.8,3.83,2.0,890.94,3.6,-0.3,89,1.0
2001-03-05,0.28,0.40,73,2.0,75,0.72,0.385,8.2,6.67,1.9,16308.41,2.8,-3.8,83,0.1
2001-03-06,0.00,0.00,3,0.0,25,1.16,0.385,12.2,12.74,1.8,34790.84,4.0,-6.6,79,-1.7
2001-03-07,0.00,2.40,53,5.0,96,0.72,0.386,14.8,5.64,1.8,5178.13,6.7,-5.6,86,0.7
2001-03-08,0.00,0.60,51,3.0,98,0.62,0.391,11.0,4.59,2.0,0.00,10.4,2.4,95,6.2
2001-03-09,0.00,0.70,51,3.0,90,0.74,0.394,15.2,5.14,2.6,4579.44,9.7,6.0,91,7.6
2001-03-10,0.00,3.50,53,14.0,95,0.79,0.396,15.2,6.29,3.4,17313.27,9.7,6.8,93,7.9
2001-03-11,0.00,3.10,55,7.0,97,0.99,0.400,14.8,6.06,4.1,12798.70,12.2,8.0,88,9.5
2001-03-12,0.00,5.00,61,14.0,99,0.84,0.402,13.6,5.21,4.8,1916.30,10.8,6.5,89,9.6
2001-03-13,0.00,4.70,53,9.0,83,0.88,0.404,17.3,7.62,4.7,20106.86,6.8,3.5,86,5.0
2001-03-14,0.00,0.70,51,4.0,59,1.50,0.406,20.4,11.46,4.5,33118.78,7.5,2.0,76,4.2
2001-03-15,0.00,0.10,51,1.0,71,0.79,0.406,6.4,6.24,4.4,8240.23,6.9,1.8,88,4.0
