latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2021-12-01,0.00,6.50,53,20.0,100,0.36,0.325,22.9,1.05,5.7,0.00,7.4,4.7,90,6.0
2021-12-02,1.33,2.40,75,6.0,66,0.36,0.327,11.9,2.58,5.4,13244.10,4.1,-1.8,86,1.6
2021-12-03,0.00,0.00,3,0.0,76,0.44,0.327,16.1,2.08,4.9,4569.42,2.8,-3.2,85,-0.4
2021-12-04,1.54,3.50,73,7.0,100,0.26,0.327,12.1,1.77,4.9,706.20,3.4,0.8,91,1.7
2021-12-05,0.00,0.10,51,1.0,67,0.26,0.329,10.0,2.21,4.8,4401.25,4.3,-0.3,89,2.0
2021-12-06,0.00,0.00,3,0.0,85,0.19,0.329,6.6,2.32,4.5,9372.59,1.9,-2.0,96,-0.4
2021-12-07,1.54,2.90,73,9.0,92,0.27,0.329,12.6,2.47,4.4,12872.50,4.2,-0.4,91,1.5
2021-12-08,1.47,2.20,73,7.0,100,0.31,0.329,11.4,1.27,4.4,0.00,4.1,0.4,88,2.2
2021-12-09,0.00,0.00,3,0.0,87,0.29,0.328,7.6,3.86,4.4,22698.86,4.2,-0.4,95,1.7
2021-12-10,0.00,0.10,51,1.0,90,0.34,0.327,10.6,3.41,4.4,17136.88,3.6,-2.6,89,1.2
2021-12-11,0.00,0.00,3,0.0,40,0.30,0.327,6.2,3.61,4.0,17649.16,3.1,-3.0,90,-0.5
2021-12-12,0.00,8.00,61,16.0,100,0.15,0.328,13.0,0.75,4.0,0.00,5.5,0.9,96,2.7
2021-12-13,0.00,0.10,51,1.0,95,0.23,0.328,8.1,1.90,4.7,6107.02,8.1,4.9,96,6.3
2021-12-14,0.00,0.00,3,0.0,100,0.20,0.328,8.0,1.25,5.2,0.00,7.1,4.6,95,5.6
2021-12-15,0.00,0.20,51,2.0,98,0.23,0.329,9.5,1.56,5.5,3945.31,7.7,5.4,95,6.4
2021-12-16,0.00,0.20,51,2.0,92,0.20,0.328,7.1,0.78,5.8,0.00,8.7,5.4,95,6.9
2021-12-17,0.00,0.20,51,2.0,90,0.22,0.329,6.3,1.17,6.0,0.00,7.6,3.6,96,6.2
2021-12-18,0.00,0.20,51,2.0,100,0.18,0.330,8.0,0.93,6.0,0.00,7.0,4.0,97,5.6
2021-12-19,0.00,0.00,3,0.0,100,0.20,0.330,16.6,1.24,6.0,0.00,5.6,4.2,95,4.8
2021-12-20,0.00,0.00,3,0.0,43,0.34,0.330,9.1,4.14,5.7,23185.90,5.2,-2.8,87,1.5
2021-12-21,0.00,0.00,3,0.0,69,0.22,0.330,2.9,3.13,4.6,19063.29,-0.9,-4.6,94,-3.0
2021-12-22,0.00,0.00,3,0.0,100,0.23,0.329,5.6,3.11,3.9,14583.44,-1.0,-4.8,87,-3.7
2021-12-23,0.00,0.00,3,0.0,100,0.25,0.330,13.3,1.66,3.5,0.00,4.5,-4.2,87,-1.5
2021-12-24,0.00,5.60,61,10.0,100,0.24,0.331,18.1,0.83,3.4,0.00,7.9,1.8,93,5.7
2021-12-25,2.73,4.10,75,12.0,100,0.40,0.332,11.0,1.16,3.2,0.00,1.4,-4.1,76,-1.8
2021-12-26,0.00,0.00,3,0.0,95,0.27,0.332,6.0,1.31,2.8,7098.57,-0.5,-5.1,74,-3.2
2021-12-27,0.00,1.10,51,7.0,100,0.15,0.332,7.3,1.30,2.6,0.00,3.0,-0.4,97,1.0
2021-12-28,0.00,5.30,61,12.0,100,0.20,0.336,11.9,0.75,2.7,0.00,7.5,1.5,95,4.9
2021-12-29,0.00,2.50,55,8.0,96,0.21,0.340,12.4,0.81,3.2,0.00,7.8,3.2,93,6.4
2021-12-30,0.00,2.90,61,7.0,100,0.43,0.343,17.4,1.45,4.5,3197.16,13.3,8.3,90,11.1
2021-12-31,0.00,3.90,63,4.0,86,0.47,0.344,16.9,2.26,5.6,9192.58,12.3,9.8,89,11.1
2022-01-01,0.00,0.00,3,0.0,97,0.45,0.344,11.3,3.14,6.2,17140.06,12.1,7.8,90,10.1
2022-01-02,0.00,1.80,53,7.0,91,0.35,0.342,16.0,2.03,6.3,11141.33,9.5,7.4,92,8.3
2022-01-03,0.00,7.90,61,11.0,92,0.68,0.346,19.0,2.19,6.5,7277.03,9.2,6.8,83,7.9
2022-01-04,0.00,10.60,61,19.0,100,0.23,0.356,9.4,1.12,6.4,0.00,7.2,4.8,92,6.0
2022-01-05,1.89,8.70,73,15.0,92,0.38,0.362,19.2,1.70,5.8,6685.03,4.2,0.0,88,2.3
2022-01-06,0.00,0.00,3,0.0,25,0.45,0.362,12.5,4.51,5.4,24103.97,3.6,-1.9,86,1.0
2022-01-07,1.61,2.60,73,9.0,100,0.24,0.362,16.3,1.88,4.8,4677.61,1.8,-1.9,92,0.4
2022-01-08,0.21,0.40,71,4.0,84,0.40,0.362,14.2,4.10,4.6,24348.70,2.1,-1.4,88,0.8
2022-01-09,2.38,6.70,75,14.0,100,0.29,0.364,14.9,1.62,4.5,0.00,4.0,1.5,91,2.4
2022-01-10,0.00,0.10,51,1.0,60,0.26,0.364,7.4,2.61,4.3,11901.71,4.8,-2.0,93,1.4
2022-01-11,0.00,0.00,3,0.0,77,0.30,0.364,3.4,3.34,4.0,16478.73,3.9,-3.2,91,-0.1
2022-01-12,0.00,0.00,3,0.0,97,0.26,0.364,5.5,1.74,3.7,2343.20,4.1,-2.1,90,1.1
2022-01-13,0.00,0.00,3,0.0,27,0.38,0.363,6.7,4.64,3.5,25025.49,4.6,-1.6,92,0.8
2022-01-14,0.00,0.00,3,0.0,39,0.38,0.362,7.6,4.21,3.3,25088.23,5.9,-0.4,90,1.5
2022-01-15,0.00,0.00,3,0.0,100,0.22,0.361,5.8,1.66,3.5,202.31,3.8,1.7,96,2.5
2022-01-16,0.14,0.30,71,2.0,93,0.24,0.359,13.1,1.46,3.5,3600.00,3.7,0.4,92,1.6
2022-01-17,0.00,0.50,51,3.0,94,0.38,0.360,20.8,0.69,3.8,0.00,5.7,2.7,87,4.3
2022-01-18,0.00,0.20,51,2.0,96,0.29,0.362,8.1,1.75,4.1,635.96,6.2,1.6,91,4.2
2022-01-19,0.00,0.30,51,3.0,78,0.44,0.362,13.9,3.73,3.9,14453.56,3.6,-1.0,89,1.8
2022-01-20,1.26,2.60,73,12.0,76,0.51,0.362,21.0,3.90,3.8,20754.43,3.8,-0.6,84,1.4
2022-01-21,0.07,1.10,71,8.0,77,0.33,0.361,16.7,1.84,3.5,3600.00,3.5,-1.7,87,0.8
2022-01-22,0.00,1.60,51,12.0,100,0.24,0.362,17.7,0.89,3.8,0.00,5.5,3.0,92,4.1
2022-01-23,0.00,0.30,51,3.0,99,0.32,0.361,7.7,2.19,4.0,5597.70,5.4,3.2,90,3.9
2022-01-24,0.00,0.00,3,0.0,82,0.38,0.362,4.5,3.37,4.1,10888.63,5.7,-0.3,91,3.2
2022-01-25,0.00,0.00,3,0.0,98,0.23,0.363,3.0,1.87,3.9,0.00,1.9,-1.9,94,0.7
2022-01-26,0.00,0.00,3,0.0,97,0.27,0.362,9.1,1.67,3.7,0.00,1.5,-0.6,89,0.7
2022-01-27,0.00,2.00,53,9.0,99,0.28,0.362,17.5,0.83,3.6,0.00,5.3,0.1,89,2.3
2022-01-28,0.00,0.10,51,1.0,86,0.70,0.363,19.8,4.67,3.8,18961.16,4.5,0.8,80,2.8
2022-01-29,0.00,0.90,51,6.0,99,0.45,0.363,18.3,1.77,4.0,0.00,8.3,1.9,88,5.4
2022-01-30,0.00,0.00,3,0.0,66,0.97,0.363,22.6,4.26,4.3,15929.96,6.6,-0.6,74,3.3
2022-01-31,2.66,6.70,73,13.0,98,0.32,0.365,17.2,1.68,4.0,0.00,3.9,-0.6,89,2.2
2022-02-01,0.35,3.20,73,12.0,98,0.35,0.366,21.3,1.21,3.8,0.00,6.5,0.5,89,2.6
2022-02-02,0.00,0.90,53,5.0,77,0.78,0.369,22.6,5.91,4.1,28109.40,6.1,1.2,84,4.2
2022-02-03,0.00,1.40,51,10.0,98,0.28,0.370,12.5,1.64,4.2,0.00,7.1,1.4,93,4.8
2022-02-04,0.00,1.90,55,6.0,100,0.42,0.370,18.2,1.51,4.5,0.00,6.3,2.5,88,5.0
2022-02-05,0.00,0.00,3,0.0,90,0.97,0.369,21.0,4.20,4.4,10584.77,5.3,1.2,75,3.0
2022-02-06,1.75,19.30,75,22.0,100,0.43,0.374,25.6,1.80,4.4,0.00,5.1,2.0,89,4.0
2022-02-07,1.19,2.80,73,7.0,66,1.02,0.381,22.5,7.07,4.2,28098.85,5.5,1.0,77,2.8
2022-02-08,0.00,0.10,51,1.0,96,0.57,0.380,15.7,2.31,4.4,3600.00,8.8,0.8,84,5.4
2022-02-09,0.00,0.00,3,0.0,97,0.61,0.379,13.0,3.09,4.9,4353.89,8.9,6.1,86,7.2
2022-02-10,0.00,1.50,53,7.0,88,0.47,0.377,10.3,3.25,4.9,7751.11,7.3,1.8,91,4.6
2022-02-11,0.07,3.30,71,11.0,72,0.56,0.379,16.7,4.08,4.6,11443.80,4.3,-0.7,87,2.2
2022-02-12,0.00,0.00,3,0.0,52,0.80,0.378,9.0,8.14,4.1,28979.50,4.6,-4.4,85,-0.2
2022-02-13,0.00,0.00,3,0.0,69,0.98,0.377,13.9,9.17,4.0,31492.26,7.1,-2.4,81,1.9
2022-02-14,0.00,0.00,3,0.0,85,1.34,0.375,16.9,6.96,4.4,28545.17,10.6,4.2,72,6.4
2022-02-15,0.00,0.00,3,0.0,75,0.98,0.375,14.9,6.21,4.6,18701.50,7.8,2.3,81,4.6
2022-02-16,0.00,9.20,63,22.0,100,0.53,0.378,24.8,2.12,4.8,0.00,11.4,4.4,90,7.2
2022-02-17,0.00,5.80,61,10.0,71,1.82,0.383,33.1,8.54,5.5,30137.94,12.3,4.8,70,7.8
2022-02-18,0.00,3.90,61,8.0,83,0.91,0.382,21.9,2.90,5.4,6479.12,11.0,4.1,81,6.5
2022-02-19,0.35,1.00,73,2.0,65,1.79,0.379,25.8,8.86,5.4,29917.15,6.2,2.1,63,3.9
2022-02-20,1.12,13.00,73,19.0,100,0.56,0.383,25.5,2.00,5.2,0.00,8.2,2.3,88,5.6
2022-02-21,0.84,11.40,73,13.0,86,1.05,0.393,29.8,6.01,5.3,15839.01,8.2,1.6,79,4.6
2022-02-22,0.00,3.40,55,11.0,86,0.95,0.393,22.9,4.85,5.1,11949.72,7.1,2.3,81,4.9
2022-02-23,0.00,0.10,51,1.0,19,1.30,0.393,13.6,10.80,5.3,33561.48,9.2,2.1,78,5.2
2022-02-24,0.00,3.20,61,7.0,87,0.87,0.391,16.6,4.59,5.2,11207.17,8.9,2.0,80,5.3
2022-02-25,0.42,1.10,73,4.0,53,0.87,0.389,16.5,5.92,4.8,18569.43,5.7,-1.1,77,2.1
2022-02-26,0.00,0.00,3,0.0,42,0.93,0.387,11.5,8.73,4.5,32178.27,6.3,-0.8,81,2.2
2022-02-27,0.00,0.00,1,0.0,4,1.26,0.384,9.3,11.94,4.2,34539.00,6.9,-3.0,76,1.2
2022-02-28,0.00,0.00,0,0.0,0,1.32,0.382,8.0,12.14,4.0,34873.53,7.6,-3.8,74,1.0
2022-03-01,0.00,0.00,3,0.0,58,1.24,0.380,8.0,11.02,3.9,33709.19,6.2,-3.8,68,0.8
2022-03-02,0.00,0.00,3,0.0,49,1.34,0.376,4.3,11.31,3.7,30747.62,7.8,-0.6,60,2.5
2022-03-03,0.00,0.00,3,0.0,12,1.58,0.373,6.3,13.16,3.3,35864.12,8.5,-2.6,59,2.2
2022-03-04,0.00,0.00,3,0.0,37,1.09,0.372,7.4,11.85,3.1,32135.25,4.2,-3.9,83,-1.1
2022-03-05,0.00,0.00,3,0.0,53,1.12,0.370,7.0,10.08,3.0,29198.19,5.0,-4.5,75,-0.2
2022-03-06,0.00,0.00,3,0.0,57,1.07,0.369,8.5,8.53,2.9,17459.60,3.5,-4.7,68,-0.4
2022-03-07,0.00,0.00,3,0.0,38,1.34,0.367,8.2,12.72,3.0,36729.00,5.2,-3.0,66,0.2
2022-03-08,0.00,0.00,1,0.0,1,1.65,0.366,8.4,14.05,2.7,37067.38,8.4,-2.6,64,1.4
2022-03-09,0.00,0.00,2,0.0,6,1.85,0.365,8.5,14.36,2.5,37310.03,11.0,-3.8,64,2.1
2022-03-10,0.00,0.00,0,0.0,0,2.10,0.364,7.9,14.59,2.5,37553.02,12.7,-1.8,57,4.7
2022-03-11,0.00,0.00,0,0.0,0,2.12,0.361,11.8,15.18,2.6,37796.16,10.4,-2.1,58,3.1
2022-03-12,0.00,0.00,3,0.0,80,2.17,0.353,9.1,13.75,3.1,35414.73,12.1,-0.8,52,4.4
2022-03-13,0.00,0.00,3,0.0,25,2.14,0.355,8.3,15.04,3.2,38282.36,12.0,-2.1,56,4.5
2022-03-14,0.00,3.50,55,9.0,76,0.86,0.354,8.4,4.72,3.4,9139.94,10.4,1.8,76,5.6
2022-03-15,0.00,2.40,53,7.0,92,0.71,0.354,4.4,5.07,3.3,0.00,7.7,0.4,91,4.1
2022-03-16,0.00,0.00,3,0.0,65,1.69,0.357,8.3,13.68,3.4,37760.70,12.4,0.5,83,5.4
2022-03-17,0.00,2.70,53,5.0,89,0.89,0.356,10.6,4.83,3.9,4402.54,9.6,2.6,80,6.3
2022-03-18,0.00,0.00,3,0.0,16,2.09,0.355,11.1,16.45,4.0,39454.61,10.9,-0.0,73,4.9
2022-03-19,0.00,0.00,3,0.0,19,2.09,0.353,15.3,15.55,4.3,36649.20,9.1,1.9,70,5.0
2022-03-20,0.00,0.00,3,0.0,31,2.70,0.344,15.8,16.10,4.5,39600.00,13.6,1.6,54,6.4
2022-03-21,0.00,0.00,3,0.0,15,2.47,0.341,7.6,16.59,4.9,39606.20,15.0,0.1,61,7.2
2022-03-22,0.00,0.00,3,0.0,11,2.53,0.337,5.2,17.42,4.8,39690.89,15.0,2.4,58,8.3
2022-03-23,0.00,0.00,0,0.0,0,2.64,0.336,3.9,17.68,4.2,39801.40,16.9,-0.4,51,8.5
2022-03-24,0.00,0.00,0,0.0,0,2.57,0.342,4.2,17.69,3.5,39942.27,16.8,1.1,54,7.9
2022-03-25,0.00,0.00,0,0.0,0,2.58,0.344,7.8,17.95,3.5,40110.88,14.3,0.7,65,6.7
2022-03-26,0.00,0.00,2,0.0,4,2.46,0.341,7.4,17.74,3.5,40152.11,15.1,0.9,74,7.5
2022-03-27,0.00,0.00,3,0.0,66,1.71,0.344,5.8,11.96,4.3,27442.10,15.0,5.6,86,9.2
2022-03-28,0.00,0.60,51,4.0,28,2.39,0.345,6.6,15.41,4.9,40401.19,18.0,3.8,79,10.3
2022-03-29,0.00,0.00,3,0.0,100,1.65,0.336,6.4,11.40,5.5,21067.65,12.1,4.7,80,7.6
2022-03-30,0.00,2.40,51,8.0,99,1.63,0.326,8.1,11.32,5.6,25474.14,10.3,3.4,74,6.2
2022-03-31,1.05,3.40,73,7.0,100,0.76,0.326,10.9,5.77,5.2,0.00,5.2,0.1,88,2.6
2022-04-01,8.05,11.70,73,24.0,100,0.59,0.329,17.3,4.29,4.6,0.00,1.3,-1.1,85,-0.1
2022-04-02,2.03,2.90,73,9.0,100,1.03,0.328,16.7,9.54,4.3,1352.44,2.1,-1.6,77,-0.1
2022-04-03,0.00,0.00,3,0.0,57,1.44,0.331,10.3,13.63,4.1,32526.01,4.8,-8.4,70,-0.8
2022-04-04,1.33,4.50,75,11.0,96,0.89,0.331,20.7,4.88,3.9,657.51,5.1,-1.5,81,1.6
2022-04-05,0.00,12.10,61,20.0,100,0.81,0.341,14.9,4.95,4.3,1135.12,10.5,3.7,89,7.1
2022-04-06,0.00,2.20,55,5.0,96,1.86,0.345,19.7,10.68,5.1,17815.79,10.9,7.2,75,9.0
2022-04-07,0.00,4.50,61,8.0,82,1.86,0.344,28.5,9.90,5.5,20391.50,11.0,6.3,74,8.5
2022-04-08,0.00,0.50,51,5.0,96,1.66,0.347,17.6,9.45,5.4,8875.87,7.4,3.3,70,5.2
2022-04-09,0.56,2.40,73,8.0,65,1.98,0.346,19.8,16.37,5.3,44589.09,8.0,1.5,71,4.3
2022-04-10,0.00,0.50,51,3.0,37,2.09,0.345,14.1,18.97,5.2,44814.52,7.4,0.2,71,3.6
2022-04-11,0.00,0.00,3,0.0,79,2.65,0.342,7.3,20.82,4.9,41992.44,12.3,-1.7,72,4.9
2022-04-12,0.00,0.10,51,1.0,99,3.12,0.342,9.9,18.85,5.3,37332.98,18.8,1.1,67,9.4
2022-04-13,0.00,0.00,3,0.0,90,3.57,0.337,7.0,20.48,6.3,45470.18,21.6,5.9,66,13.8
2022-04-14,0.00,15.20,63,11.0,84,1.62,0.341,9.6,9.26,7.3,18754.13,16.7,9.3,83,12.4
2022-04-15,0.00,0.20,51,2.0,70,1.54,0.339,11.5,10.80,7.3,5626.11,10.6,6.3,82,8.7
2022-04-16,0.00,0.00,3,0.0,29,2.78,0.336,11.4,22.67,7.3,46062.34,11.0,2.5,70,7.2
2022-04-17,0.00,0.00,3,0.0,13,3.22,0.328,7.7,22.96,7.0,46156.25,13.4,1.0,59,6.9
2022-04-18,0.00,0.00,1,0.0,5,3.38,0.324,6.4,23.15,7.1,46250.09,15.2,1.5,62,8.1
2022-04-19,0.00,0.00,3,0.0,35,3.26,0.319,8.7,22.63,7.3,46347.65,14.3,2.8,59,9.1
2022-04-20,0.00,0.00,3,0.0,53,2.67,0.310,8.0,17.76,7.3,34231.82,13.9,3.6,65,8.4
2022-04-21,0.00,0.00,3,0.0,90,1.50,0.306,11.1,8.33,7.3,3980.52,13.0,3.4,75,7.8
2022-04-22,0.00,0.10,51,1.0,81,2.16,0.304,14.9,12.33,7.7,20575.39,13.6,6.0,74,10.0
2022-04-23,0.00,0.20,51,2.0,67,3.19,0.302,16.4,20.47,8.1,46716.71,14.9,7.6,68,11.0
2022-04-24,0.00,0.00,3,0.0,80,2.88,0.297,13.4,15.94,8.4,31985.91,15.1,6.6,63,10.5
2022-04-25,0.00,11.70,61,16.0,90,1.16,0.307,8.4,7.91,8.2,16968.20,11.1,6.2,87,8.0
2022-04-26,0.00,3.40,53,12.0,81,1.50,0.321,7.8,10.94,8.1,15552.47,10.8,6.2,84,8.5
2022-04-27,0.00,0.00,3,0.0,21,3.12,0.325,10.0,22.09,8.3,47225.46,15.5,4.2,74,9.7
2022-04-28,0.00,0.00,2,0.0,22,3.44,0.321,7.8,23.12,8.5,47349.69,16.9,4.0,72,10.3
2022-04-29,0.00,0.30,51,3.0,88,3.07,0.315,6.5,19.20,8.8,40969.04,16.6,3.9,73,10.8
2022-04-30,0.00,7.10,63,12.0,91,1.40,0.312,14.1,9.17,8.7,3011.84,10.5,5.4,82,7.9
2022-05-01,0.00,0.40,51,2.0,86,2.09,0.312,9.1,12.37,8.7,17787.44,14.4,7.0,72,9.9
2022-05-02,0.00,0.40,51,3.0,44,3.53,0.309,6.6,22.43,9.1,47429.29,17.6,5.9,68,12.2
2022-05-03,0.00,0.00,3,0.0,29,3.81,0.298,10.2,24.22,9.6,48216.75,17.6,7.5,66,12.3
2022-05-04,0.00,0.80,51,5.0,45,3.32,0.289,6.8,21.87,9.7,46982.24,16.7,6.8,76,11.8
2022-05-05,0.00,0.00,3,0.0,80,3.05,0.283,7.7,18.48,9.8,41951.98,16.6,6.0,69,12.0
2022-05-06,0.00,0.00,3,0.0,42,3.25,0.273,5.0,19.14,9.9,39435.72,18.7,5.7,64,12.8
2022-05-07,0.00,0.10,51,1.0,52,3.55,0.269,4.6,20.95,10.3,46269.26,20.6,5.8,72,13.6
2022-05-08,0.00,0.00,3,0.0,27,3.85,0.267,10.8,25.31,10.6,45929.89,17.3,9.1,72,12.9
2022-05-09,0.00,0.00,3,0.0,20,3.96,0.267,5.9,23.28,10.8,49666.47,20.7,7.3,62,14.2
2022-05-10,0.00,0.00,3,0.0,91,3.93,0.268,9.9,19.48,11.2,42734.76,23.0,8.3,66,16.9
2022-05-11,0.00,1.20,55,3.0,67,4.98,0.265,14.3,22.41,12.0,49519.52,25.9,12.1,62,19.5
2022-05-12,0.00,0.10,51,1.0,68,4.18,0.260,13.9,21.18,12.5,46102.38,18.9,11.9,58,16.1
2022-05-13,0.00,0.00,3,0.0,62,3.33,0.256,11.7,20.11,12.1,45563.22,17.1,7.7,65,12.9
2022-05-14,0.00,0.00,3,0.0,48,4.05,0.253,8.0,23.43,12.0,48303.73,21.0,7.5,69,14.2
2022-05-15,0.00,0.00,3,0.0,51,4.67,0.247,6.6,27.14,12.3,51011.93,22.2,8.2,64,15.8
2022-05-16,0.00,12.90,65,10.0,84,2.76,0.250,9.6,14.43,12.6,31020.99,23.5,10.1,75,16.1
2022-05-17,0.00,3.40,61,3.0,72,3.70,0.256,6.2,21.71,13.0,42522.77,21.9,11.1,80,16.9
2022-05-18,0.00,0.20,51,2.0,66,4.50,0.256,7.8,23.81,13.4,49386.84,24.7,13.0,72,19.4
2022-05-19,0.00,0.20,51,2.0,90,3.99,0.248,10.2,19.13,13.8,27435.16,26.2,14.2,71,19.4
2022-05-20,0.00,16.20,65,8.0,84,2.50,0.259,9.0,12.95,14.0,17542.95,23.8,14.2,86,18.0
2022-05-21,0.00,0.40,51,3.0,67,2.97,0.263,16.5,15.19,13.6,21493.20,17.1,10.0,69,13.6
2022-05-22,0.00,0.00,3,0.0,72,3.16,0.262,4.7,19.02,13.3,45936.22,19.0,8.1,72,14.1
2022-05-23,0.00,1.10,53,3.0,98,3.66,0.261,11.5,20.04,13.4,38035.03,21.7,10.7,74,16.4
2022-05-24,0.00,2.60,55,5.0,87,3.09,0.264,13.0,18.25,13.5,36800.12,17.1,11.2,73,14.4
2022-05-25,0.00,0.10,51,1.0,51,4.24,0.270,11.1,24.25,13.2,50400.00,18.2,8.0,63,13.9
2022-05-26,0.00,0.10,51,1.0,86,3.47,0.267,17.6,15.07,13.5,27685.18,18.5,13.1,63,15.9
2022-05-27,0.00,1.30,51,11.0,57,3.67,0.264,18.8,19.34,13.5,35118.75,16.7,10.1,66,14.4
2022-05-28,0.00,1.20,51,8.0,30,3.64,0.261,18.2,23.20,13.0,50627.14,14.1,8.5,63,11.0
2022-05-29,0.00,5.40,55,15.0,60,2.78,0.259,9.1,19.53,12.5,36215.80,13.1,5.4,75,9.4
2022-05-30,0.00,1.30,51,5.0,78,2.61,0.255,5.9,18.08,12.1,39535.85,12.7,4.5,74,9.4
2022-05-31,0.00,2.80,61,5.0,64,3.61,0.262,5.7,23.85,12.0,53371.36,17.2,5.5,71,11.4
2022-06-01,0.00,0.50,51,4.0,43,3.96,0.265,11.7,25.03,12.0,53430.66,17.2,6.3,69,12.2
2022-06-02,0.00,0.00,3,0.0,35,3.91,0.266,6.4,24.81,12.0,53489.68,17.4,5.6,69,12.3
2022-06-03,0.00,0.70,51,4.0,69,4.21,0.259,7.9,23.21,12.4,42461.89,22.9,7.7,68,16.2
2022-06-04,0.00,0.00,3,0.0,70,4.32,0.254,8.2,24.18,13.1,50492.98,22.5,12.9,69,17.8
2022-06-05,0.00,5.50,61,10.0,91,2.18,0.249,10.8,11.26,13.3,11410.49,20.6,12.3,81,16.7
2022-06-06,0.00,0.00,3,0.0,52,3.95,0.250,14.4,21.68,13.6,48532.41,21.3,14.0,71,17.2
2022-06-07,0.00,1.80,53,8.0,53,3.65,0.248,11.8,19.64,13.6,49101.61,21.1,10.6,70,15.8
2022-06-08,0.00,2.40,53,10.0,88,3.25,0.249,11.4,17.77,13.7,36000.00,20.4,13.0,79,16.2
2022-06-09,0.00,2.70,61,5.0,71,3.52,0.249,11.4,20.82,13.7,48638.22,19.8,12.1,75,15.4
2022-06-10,0.00,0.10,51,1.0,45,3.76,0.246,8.6,20.34,13.8,37228.16,21.6,9.4,72,16.4
2022-06-11,0.00,0.40,51,2.0,29,4.60,0.243,7.6,24.10,14.2,53962.44,24.7,12.6,66,18.8
2022-06-12,0.00,0.00,3,0.0,41,5.50,0.238,9.4,29.04,14.8,53996.02,23.9,13.2,61,18.8
2022-06-13,0.00,0.30,51,3.0,56,3.97,0.229,13.8,20.96,14.8,47642.77,18.2,11.4,61,15.2
2022-06-14,0.00,0.00,3,0.0,44,4.85,0.228,4.6,28.76,14.6,54054.55,21.3,7.6,64,15.2
2022-06-15,0.00,0.00,3,0.0,21,5.64,0.222,5.8,29.52,15.0,54129.64,26.5,11.2,56,19.0
2022-06-16,0.00,0.00,3,0.0,33,5.67,0.215,13.9,29.27,15.5,51404.16,22.3,13.0,56,18.2
2022-06-17,0.00,0.00,3,0.0,76,4.65,0.213,6.0,23.53,15.6,50624.21,25.7,10.3,57,18.8
2022-06-18,0.00,0.00,3,0.0,36,6.89,0.213,10.4,28.65,16.4,50454.73,32.7,17.1,48,24.8
2022-06-19,0.00,25.10,65,3.0,57,5.74,0.224,12.0,24.34,17.0,44476.35,30.4,16.7,57,23.5
2022-06-20,0.00,21.60,63,9.0,73,2.48,0.224,13.5,12.00,16.3,19575.77,18.1,12.8,74,14.8
2022-06-21,0.00,0.00,3,0.0,33,4.61,0.225,5.2,27.94,15.8,50678.53,21.6,8.0,66,15.4
2022-06-22,0.00,0.00,3,0.0,55,5.51,0.217,6.8,28.80,16.2,54000.00,25.6,13.0,55,19.6
2022-06-23,0.00,0.00,3,0.0,18,6.23,0.207,7.9,28.95,16.6,54126.31,29.7,13.1,50,22.5
2022-06-24,0.00,5.00,63,6.0,89,4.31,0.203,12.0,19.62,17.1,38549.25,24.0,16.9,64,20.9
2022-06-25,0.00,0.00,3,0.0,56,5.10,0.208,8.2,26.91,17.1,50527.67,25.1,15.2,68,20.5
2022-06-26,0.00,1.30,55,2.0,72,4.86,0.206,8.3,23.59,17.2,52976.06,26.7,15.4,64,21.4
2022-06-27,0.00,4.50,63,6.0,87,3.97,0.205,11.0,18.99,17.3,41462.89,24.3,16.5,72,20.0
2022-06-28,0.00,0.00,3,0.0,37,5.29,0.206,7.1,28.26,17.3,54056.45,23.7,11.4,59,18.3
2022-06-29,0.00,12.10,65,7.0,64,4.41,0.206,8.3,21.30,17.4,39187.01,26.4,13.8,66,19.8
2022-06-30,0.00,0.60,51,4.0,33,5.10,0.203,6.0,25.06,17.9,54000.00,28.6,16.3,69,22.6
2022-07-01,0.00,3.90,55,13.0,81,2.74,0.206,11.0,13.12,17.6,18000.00,22.0,14.0,70,16.6
2022-07-02,0.00,0.00,2,0.0,15,5.40,0.210,7.6,27.78,17.1,54004.23,25.9,11.7,59,18.6
2022-07-03,0.00,0.10,51,1.0,20,5.57,0.205,10.5,24.82,17.5,54005.91,27.0,12.8,54,20.8
2022-07-04,0.00,0.00,3,0.0,31,4.95,0.201,10.1,24.45,17.7,51846.87,23.6,13.0,57,18.8
2022-07-05,0.00,0.50,51,3.0,37,4.85,0.200,9.7,23.82,17.7,52488.85,23.1,12.8,58,18.3
2022-07-06,0.00,0.10,51,1.0,68,3.69,0.198,12.4,17.87,17.5,42559.48,18.6,12.0,60,15.8
2022-07-07,0.00,8.60,63,13.0,90,2.55,0.203,17.4,12.59,17.0,18728.04,19.5,13.6,77,15.7
2022-07-08,0.00,0.00,3,0.0,70,3.92,0.202,16.3,18.19,16.8,44371.96,22.1,11.4,64,16.5
